;text;label
5802;маршрут номер девять;route_choice
5803;активируй шестой;route_choice
5804;выбери вариант пять;route_choice
5805;беру четвертый;route_choice
5806;выберем третий;route_choice
5807;поеду по семь;route_choice
5808;мне восьмой;route_choice
5809;нужен десятый;route_choice
5810;подойдет первый;route_choice
5811;возьмем второй;route_choice
5812;едем по девятый;route_choice
5813;иду по шестой;route_choice
5814;принимаю пятый;route_choice
5815;согласен на четвертый;route_choice
5816;выбираю третий;route_choice
5817;хочу седьмой;route_choice
5818;давай восьмой;route_choice
5819;лучше десятый;route_choice
5820;маршрут номер один;route_choice
5821;активируй второй;route_choice
5822;выбери вариант девять;route_choice
5823;беру шестой;route_choice
5824;выберем пятый;route_choice
5825;поеду по четыре;route_choice
5826;мне третий;route_choice
5827;нужен седьмой;route_choice
5828;подойдет восьмой;route_choice
5829;возьмем десятый;route_choice
5830;едем по первый;route_choice
5831;иду по второй;route_choice
5832;принимаю девятый;route_choice
5833;согласен на шестой;route_choice
5834;выбираю пятый;route_choice
5835;хочу три;route_choice
5836;давай четыре;route_choice
5837;лучше семь;route_choice
5838;маршрут номер восемь;route_choice
5839;активируй десятый;route_choice
5840;выбери вариант один;route_choice
5841;беру второй;route_choice
5842;выберем девятый;route_choice
5843;поеду по шестой;route_choice
5844;мне пятый;route_choice
5845;нужен четвертый;route_choice
5846;подойдет третий;route_choice
5847;возьмем седьмой;route_choice
5848;едем по восьмой;route_choice
5849;иду по десятый;route_choice
5850;принимаю первый;route_choice
5851;согласен на второй;route_choice
5852;выбираю девятый;route_choice
5853;хочу шесть;route_choice
5854;давай пять;route_choice
5855;лучше четыре;route_choice
5856;маршрут номер три;route_choice
5857;активируй седьмой;route_choice
5858;выбери вариант восемь;route_choice
5859;беру десятый;route_choice
5860;выберем первый;route_choice
5861;поеду по девятый;route_choice
5862;мне второй;route_choice
5863;нужен шестой;route_choice
5864;подойдет пятый;route_choice
5865;возьмем четвертый;route_choice
